Lender,IDs,Loan Count,Total Amount,Total Employees,Traditional
"Capital Farm Credit, ACA",[528981],98,6401281.43,812.0,0
Carmine State Bank,[69148],161,4243020.25,496.0,1
Carolina Foothills FCU,[105019],228,4160046.0,562.0,0
Carroll Bank & Trust,[67225],686,20087509.630000003,2704.0,0
Cascade Community FCU,[103670],86,3160535.5,450.0,0
Cashmere Valley Bank,[74207],1473,109843143.15,13671.0,1
Castroville State Bank,[69153],148,5076234.89,686.0,1
Cattlemens Bank,[58964],812,17725360.0,2121.0,1
CedarStone Bank,[378043],260,22198991.82,3227.0,1
Cen-Tex CDC,[465390],169,4654478.07,622.0,0
"Cendera Bank, National Association",[69041],36,1758846.62,359.0,0
Century FCU,[102720],8,211280.38999999998,36.0,0
Chartway FCU,[107266],367,8448633.02,1546.0,0
Cincinnatus Savings & Loan Company,[78677],98,9133592.94,991.0,0
Citizens 1st Bank,[71697],57,2368173.84,374.0,1
Citizens Bank and Trust Company,[73109],761,37903664.61000001,5356.0,1
Citizens Bank and Trust Company of Ardmore,[58741],359,15464424.85,2316.0,0
Citizens Bank of Ada,[58692],420,22436686.270000003,2670.0,1
"Citizens Bank of Morgantown, Inc.",[110198],300,10167446.0,1300.0,1
Citizens National Bank at Brownwood,[69110],245,12857668.33,1737.0,1
Citizens National Bank of Crosbyton,[69261],58,2230831.1700000004,225.0,1
Citizens State Bank of Arlington,[66407],467,8018205.0,902.0,1
Citizens State Bank of Loyal,[76119],398,12770665.969999999,1681.0,1
Citizens State Bank of Luling,[71354],112,3519771.85,587.0,1
City FCU,[105550],12,305819.57999999996,47.0,0
Clackamas County Bank,[59708],209,13114001.020000001,1647.0,1
"Classic Bank, National Association",[69141],660,19569462.26,2335.0,1
Clearview FCU,[103879],296,15551202.079999998,2089.0,0
Cleo State Bank,[58857],193,3967815.79,379.0,1
Cleveland State Bank,[75724],167,13428834.0,2147.0,1
CoVantage CU,[107972],990,32575937.0,6268.0,0
Coleman County State Bank,[69207],472,17693300.0,2072.0,1
Collins State Bank,[75732],153,4866609.54,704.0,1
"Colonial Savings, F.A.",[88814],40,3350607.0,383.0,0
Commercial Bank & Trust of PA,[60898],275,18973700.0,2517.0,1
Commodore Bank,[58334],116,3357375.6500000004,567.0,1
Commodore Perry FCU,[109538],43,1099363.76,227.0,0
"Communities Unlimited, Inc.",[532950],218,3455100.0,448.0,0
"Community Bank & Trust, Waco, Texas",[72077],443,61561811.56,6693.0,1
Community Bank of Cameron,[75702],277,5458213.79,912.0,1
Community Bank of Oklahoma,[59473],92,2771183.83,389.0,1
Community Bank of Parkersburg,[75250],326,15981642.079999998,2251.0,1
"Community First Bank, N.A.",[57569],109,2551861.4400000004,319.0,0
Community First Capital Corp,[445699],445,15676535.0,2652.0,0
Community National Bank of Okarche,[59099],317,7541104.0,888.0,1
Community Service CU,[105832],30,1023832.55,209.0,0
"Community Star CU, Inc.",[102696],99,3419661.76,749.0,0
Community State Bank of Orbisonia,[61191],254,9998595.18,1611.0,1
Conneaut Savings Bank,[79969],66,2814055.49,592.0,0
Consolidated FCU,[103656],21,1121309.62,130.0,0
Consumers National Bank,[57854],1466,112973547.86,14973.0,1
"Cooperativa de Ahorro y Cr<ac,e>dito Dr. Manuel Zeno Gand<ac,i>a",[109312],529,10705900.0,2532.0,0
"Cooperativa de Ahorro y Cr<ac,e>dito Jes\da\us Obrero",[116736],158,4100343.74,1126.0,0
"Cooperativa de Ahorro y Cr<ac,e>dito de Arecibo (COOPACA)",[109303],546,5795403.0,1434.0,0
Cowboy State Bank,[77221],60,1649062.45,297.0,1
Crossbridge Community Bank,[87266],175,6894194.0,1085.0,1
"Cumberland Federal Bank, F.S.B.",[81560],273,10041532.39,1262.0,0
"Cypress Bank, SSB",[90180],95,3828391.47,588.0,1
Cyprus FCU,[106750],713,26914202.93,4531.0,0
Dairy State Bank,[76724],659,34904830.54,4362.0,1
Dakota Prairie Bank,[66495],435,7450528.08,951.0,0
Dakotaland FCU,[105029],287,5669900.0,1136.0,0
Davis Trust Company,[75114],185,10011472.04,1457.0,1
Day Air CU Inc,[102836],302,11074025.1,1530.0,0
Dedicated Community Bank,[110351],237,15269812.98,2401.0,1
Deseret First FCU,[106855],329,13850700.559999999,1793.0,0
Discovery FCU,[104686],37,2111444.2199999997,409.0,0
DuGood Federal Credit Union,[528910],100,3497919.89,466.0,1
DuPont Community CU,[107422],740,23192977.44,3246.0,0
EECU,[105928],655,25743844.19,3505.0,1
East Wisconsin Savings Bank,[86700],154,2897032.77,595.0,1
Eastern Utah Community FCU,[106742],250,3781569.92,555.0,0
Eastman CU,[105483],752,13176066.159999998,2000.0,0
Eaton Family CU,[102866],15,974264.0499999999,105.0,0
Economic and Community Development Institute,[443558],1835,40058481.58,3633.0,0
Educators CU,[108348],1045,27887304.81,5562.0,0
Elderton State Bank,[60143],320,24529481.0,3099.0,1
Embassy Bank for the Lehigh Valley,[243892],860,100493907.31000002,12151.0,1
Embold Federal Credit Union,[103648],397,26450026.35,2739.0,1
Emery FCU,[102883],52,2608848.75,430.0,0
Ennis State Bank,[69868],489,40761201.28,5422.0,1
Erie FCU,[104115],81,4038361.84,948.0,0
Evergreen Federal Bank,[80438],172,11006300.0,1401.0,1
Exchange Bank and Trust Company,[59217],444,18351897.74,2548.0,1
"Extraco Banks, National Association",[71966],617,67249987.54,8476.0,1
FNB Coweta,[58869],303,10686462.530000001,1538.0,1
Fairmont FCU,[107848],109,4189215.35,521.0,0
Fairview Savings & Loan Association,[79903],154,3369842.64,493.0,0
Faith Community United CU Inc.,[103092],172,4812426.88,1099.0,0
Falcon International Bank,[110490],655,42690234.21,7459.0,1
Fannin Bank,[72177],57,2071782.0,218.0,1
"Farm Credit of the Virginias, ACA",[528987],328,5681730.09,628.0,1
Farmers & Merchants State Bank,[76867],149,7969032.88,1207.0,1
Farmers & Merchants Union Bank,[75733],294,21622851.72,2693.0,1
Farmers Insurance Group FCU,[91916],1607,30141904.069999997,3912.0,0
Farmers State Bank of NewCastle,[71522],118,9781340.08,771.0,1
"Farmers State Bank, Allen, Oklahoma",[58701],213,4602577.82,552.0,1
Farmers and Merchants Bank of South Carolina,[66139],191,11726395.25,1748.0,1
Farmers and Miners Bank,[73634],304,10267548.11,1554.0,1
"Fayette Savings Bank, ssb",[89802],778,31143030.13,3747.0,1
Fayetteville Bank,[69890],151,4055165.5900000003,578.0,1
Fibre FCU,[107528],524,25671003.990000002,3631.0,0
Firelands FCU,[102671],180,4552552.819999999,712.0,0
First Bank & Trust Company,[59219],319,9155238.91,988.0,1
First Bank and Trust Company,"[42362, 58863]",248,4822073.08,616.0,1
First Bank and Trust of Memphis,[71427],186,9528992.950000001,1340.0,1
First Basin CU,[106226],468,19132360.23,2002.0,0
First Bethany Bank & Trust,[58768],341,19878608.49,2089.0,1
First Capital FCU,[103902],63,1970657.85,274.0,0
First Citizens State Bank,[77015],297,19111200.0,2751.0,1
First Columbia Bank & Trust Co,[59789],859,48784351.01,6811.0,0
"First Commercial Bank, National Association",[71874],431,36046036.0,4842.0,1
First Commonwealth FCU,[104683],189,12574750.0,1713.0,0
First Community Bank of East Tennessee,[118116],134,7837837.0,1058.0,1
First Education FCU,[108532],110,1452501.11,190.0,0
First Enterprise Bank,[59125],283,14202401.36,2153.0,1
First Exchange Bank,[75183],221,11146579.96,1748.0,1
First Farmers and Commercial Bank,[68773],238,4762517.83,634.0,1
"First Federal Bank Littlefield, Texas",[86529],104,2842924.39,274.0,0
First Federal Bank of Wisconsin,[87126],289,22148038.0,2548.0,1
First Federal Community Bank,[82876],334,13700670.83,1933.0,0
First Federal Savings & Loan Association of Delta,[81761],95,4510578.38,681.0,0
First Financial Northwest Bank,[89194],719,77560357.61000001,7544.0,1
"First Mutual Bank, FSB",[87781],128,4991840.0,629.0,1
First National Bank in Philip,[66557],638,14155483.73,1462.0,1
First National Bank in Port Lavaca,[71631],314,13241713.1,1789.0,1
First National Bank of Alvin,[68964],69,5246480.0,602.0,1
First National Bank of Anderson,[68984],119,10359946.21,1057.0,0
First National Bank of Bosque County,[72044],295,15122766.66,2049.0,1
First National Bank of Burleson,[69131],487,23015243.18,3174.0,1
First National Bank of Dublin,[69788],377,6721122.71,867.0,1
First National Bank of Fort Stockton,[69926],74,5588083.08,630.0,1
First National Bank of Giddings,[70029],154,7197551.49,815.0,1
First National Bank of Hereford,[124216],352,15871150.0,1689.0,0
First National Bank of Huntsville,[70435],724,25730381.85,3794.0,1
First National Bank of Jasper,[70490],147,12184958.28,1911.0,0
First National Bank of Oklahoma,[59340],724,69022744.03999999,8178.0,1
First National Bank of South Carolina,[66145],365,26398357.82,3730.0,1
First National Bank of South Padre Island,[71916],96,3513600.35,734.0,1
First National Bank of Tennessee,[67158],985,20487361.55,2735.0,1
First National Bank of Winnsboro,[72185],17,838972.52,118.0,0
First Neighborhood Bank,[75403],47,5518770.949999999,520.0,0
First Peoples Bank of Tennessee,[67093],92,8178165.8,1036.0,1
First Piedmont Federal Savings and Loan Association of Gaffney,[80281],157,5566835.99,892.0,0
First Security Bank and Trust Company,[59129],498,9780884.1,1186.0,1
First Service Credit Union,[515517],130,3869535.8200000003,590.0,1
First Service FCU,[103139],125,5369093.49,598.0,0
First State Bank of Bedias,[69031],42,3247620.0,334.0,1
First State Bank of Burnet,[69132],221,18036748.74,1998.0,1
First State Bank of Odem,[71539],297,19720562.59,2031.0,1
First State Bank of Roscoe,[66589],292,6107512.02,704.0,1
First State Bank of San Diego,[71857],144,13746838.92,1255.0,1
First State Bank of Uvalde,[72039],342,27832227.04,4337.0,1
First Texas Bank,"[70675, 69221, 70023]",1035,82691703.05000001,11682.0,1
First Texas National Bank,[69902],259,9270157.540000001,1087.0,1
First Texoma National Bank,[58912],168,4202002.779999999,782.0,1
First United National Bank,[60217],355,15870460.09,2530.0,1
First Western Federal Savings Bank,[89850],11,539590.92,82.0,1
First-Lockhart National Bank,[70818],33,3817159.0,380.0,1
FirstBank Southwest,[71585],1312,71158007.08,8453.0,1
Fleetwood Bank,[60184],253,17810852.0,2445.0,1
Fort Davis State Bank,[69904],11,951601.0,120.0,1
Forte Bank,[75979],341,25481534.450000003,3262.0,1
Forward Bank,[79583],1392,75430738.23,8767.0,1
Fox Communities CU,[108043],293,13343125.0,1684.0,0
Fox Valley Savings Bank,[81425],71,4061561.74,684.0,1
Frazer Bank,[58702],487,18972910.83,2323.0,1
Freedom First FCU,[107359],453,28589365.08,3978.0,0
Frontier Community Bank,[453576],173,17124202.650000002,2051.0,1
G H S FCU,[101258],103,2766195.6199999996,399.0,0
Gateway First Bank,[58835],146,6758127.8100000005,561.0,1
General Electric CU,[102927],135,18419248.09,2444.0,0
Generations Community FCU,[106430],140,4165764.34,534.0,0
Glacier Hills CU,[108490],84,2074914.75,302.0,0
Glass City FCU,[103046],23,653971.69,78.0,0
Global Bank,[446661],39,1762765.78,333.0,1
Grandview Bank,[70067],379,17986515.87,2523.0,1
Granite FCU,[106836],310,10503251.33,1294.0,0
Great Meadow FCU,[101461],3,457099.0,50.0,0
Great Nations Bank,[469515],121,4959934.43,635.0,1
Great North Bank,[75811],96,4242744.9399999995,620.0,1
Greater State Bank,[89721],317,18004351.15,3020.0,1
Green Country FCU,[108610],152,4801541.109999999,772.0,0
Green Dot Bank,[72552],37,1415460.4200000002,345.0,1
GreenLeaf Bank,[75963],151,4619450.71,629.0,1
"Greeneville Federal Bank, FSB",[88725],146,9034614.0,1245.0,0
Greenville FCU,[104925],153,4564874.49,759.0,0
Greenville Federal,[78116],317,18372641.560000002,2227.0,1
Greenville Savings Bank,[87658],30,1174100.0,172.0,1
Growth Capital Corporation,[503189],281,16551355.45,2214.0,0
Guadalupe Bank,[455134],246,15998581.0,2282.0,1
HAPO Community CU,[107552],290,6890606.83,1305.0,0
Hamlin Bank and Trust Company,[65330],150,3401786.66,665.0,1
Harborstone CU,[107594],333,29714118.29,2959.0,0
Harleysville Bank,[88862],455,37063367.92,3854.0,1
Haskell National Bank,[70101],108,3974987.9200000004,453.0,1
Henderson Federal Savings Bank,[81529],45,3223108.62,397.0,1
Hercules First FCU,[106732],25,946473.45,95.0,0
Highlands Community Bank,[276736],283,19734831.9,2952.0,1
Holladay Bank & Trust,[72235],128,7676235.51,894.0,0
Home National Bank,[58124],58,3004338.3500000006,474.0,1
Home Savings Bank,[78905],57,1054367.17,149.0,1
Hometown Bank of Pennsylvania,[447042],369,18827961.0,2341.0,1
Horicon Bank,[75995],1343,102235299.0,13173.0,1
Houston FCU,[105904],159,5138269.93,565.0,0
INSOUTH Bank,[66824],518,21871318.490000002,3219.0,1
IQ CU,[107480],609,21976555.94,2685.0,0
InFirst Bank,[77865],756,30425771.32,4478.0,1
InRoads FCU,[103793],216,10082373.89,1365.0,0
"Incommons Bank, National Association",[71442],938,22749308.09,2945.0,1
Independence State Bank,[76011],158,5180477.44,628.0,1
Industry State Bank,[70440],145,14362900.0,1525.0,1
Inspire FCU,[103997],76,4589138.01,519.0,0
Intercity State Bank,[76772],278,13968964.55,1714.0,1
Jefferson Bank,[71825],1214,175608486.05,20780.0,1
Jersey Shore State Bank,[60500],171,13116356.71,1825.0,1
Johnson City Bank,[70526],75,4790771.18,512.0,1
Johnson County Bank,[68714],9,269310.5,40.0,1
Jonestown Bank and Trust Company,[60634],448,24793995.0,4051.0,1
Jordan Federal Credit Union,[106848],59,3473179.65,472.0,1
Junction National Bank,[70532],140,3424641.5,474.0,1
KEMBA Financial CU,[103005],1079,42268742.0,6607.0,0
Kemba CU,[103001],373,9220777.41,1339.0,0
Kingston National Bank,[57656],1071,37558209.129999995,4315.0,1
Kitsap Bank,[74370],1394,162529975.9,15632.0,1
Kitsap CU,[107605],368,17232814.8,2278.0,0
Kohler CU,[108174],217,7296089.300000001,1305.0,0
Korean American Catholics FCU,[110993],617,8879785.85,1634.0,0
LCNB National Bank,[57659],603,66860467.330000006,7780.0,1
Ladysmith Federal Savings & Loan Association,[81106],116,4204031.36,797.0,1
Lakeside Bank of Salina,[59269],48,721371.44,89.0,1
Lanco FCU,[104279],46,1075684.57,102.0,0
Landmark Credit Union,[108026],26,2319884.0,514.0,1
Langley FCU,[107187],535,22709536.509999998,3409.0,0
Laona State Bank,[76081],300,8533929.52,1638.0,1
"Legend Bank, National Association",[69074],994,54978290.21,5926.0,0
Levo FCU,[105100],239,4876509.0,670.0,0
Life FCU,[109041],34,956272.0,155.0,0
Llano National Bank,[70815],163,3025089.61,390.0,1
Local Bank,[59007],436,9428819.93,1384.0,1
Logan Bank & Trust Company,[75178],415,24282312.63,3191.0,1
Lone Star Bank,[443166],123,10506996.610000001,1150.0,1
Luzerne Bank,[60998],267,17185422.869999997,2948.0,1
MCBank,[70037],728,21260583.48,2831.0,1
MCS Bank,[78817],177,4495896.74,650.0,1
Marion & Polk Schools CU,[103718],608,28058951.400000002,4276.0,0
Marion Center Bank,[61018],390,16373860.91,2611.0,1
Mauch Chunk Trust Co,[60514],242,13538484.27,1816.0,0
Mayville Savings Bank,[87604],59,1421116.32,194.0,1
McClain Bank,[59255],251,10593550.46,1614.0,1
McCurtain County National Bank,[59016],162,6510725.6,1034.0,1
McKenzie Banking Company,[67220],237,6461215.63,977.0,1
Members Choice WV FCU,[107904],64,1601497.0,190.0,0
Members Trust of the Southwest FCU,[106083],129,3508443.25,397.0,0
Mercer County State Bank,[65267],793,47401569.59,7141.0,1
Merchants State Bank,[66522],543,14017888.0,1742.0,1
Miami Savings Bank,[89119],103,6749634.46,754.0,1
Mifflinburg Bank & Trust Co,[61058],343,29874255.39,3389.0,0
Milwaukee Economic Development Corporation,[188315],61,6151506.98,572.0,0
"Mineola Community Bank, S.S.B.",[80324],105,5477582.18,896.0,0
Miners Exchange Bank,[73174],54,2585796.61,343.0,1
Mitchell Bank,[76519],57,2906749.73,544.0,0
Monroe Federal Savings & Loan Association,[82080],117,6344025.24,775.0,0
Mound City Bank,[76666],634,16521023.17,2819.0,1
"Mountain Valley Bank, National Association",[75317],185,17026171.95,2032.0,0
Mountain West Small Business Finance,[188138],52,1551555.0,278.0,0
Muenster State Bank,[71494],244,10950492.32,1359.0,1
NBT Financial Bank,[69932],130,5231140.9399999995,625.0,1
National Bank & Trust,[70654],140,6542482.700000001,935.0,1
National J A C L CU,[106877],51,1956672.0,183.0,0
Nelsonville Home & Savings,[78405],11,628481.0,131.0,0
"New Horizon Bank, National Association",[470277],397,19040600.0,2700.0,1
New Tripoli Bank,[61169],405,25332784.18,3788.0,1
Newport News Shipbuilding Empl CU Inc d/b/a BayPort CU,[107246],761,50426040.0,7278.0,0
Newrizons FCU,[107585],78,1845198.58,234.0,0
Nizari Progressive FCU,[117062],391,9255258.28,1827.0,0
Norstar FCU,[105040],189,3167540.0,383.0,0
North Country FCU,[107007],494,16782757.64,2422.0,0
Northern Hills FCU,[105051],53,1397058.37,166.0,0
Northfield Savings Bank,[73004],1631,136426349.57,15139.0,1
NoteWorthy FCU,[103040],138,3760446.41,488.0,0
OUCU Financial CU Inc,[103144],247,9506930.39,1829.0,0
Oak Bank,[124767],445,77586459.0,9099.0,1
Oklahoma Bank and Trust Company,[58865],188,10308487.149999999,1196.0,1
Oklahoma Capital Bank,[59460],72,7689434.58,788.0,1
Oklahoma Central CU,[103475],138,2928722.33,493.0,0
Oklahoma Heritage Bank,[59265],245,4199240.1899999995,529.0,1
Oklahoma's CU,[103534],128,2288740.45,340.0,0
Old Glory Bank,[58929],13,1125044.0,94.0,1
Old West FCU,[103692],247,8204736.819999999,913.0,0
Olympia Federal Savings & Loan Association,[79726],147,6946595.0,840.0,0
Omega FCU,[103962],19,645273.6799999999,74.0,0
OnPoint Community CU,[103770],4256,140082480.33,18533.0,0
One Bank of Tennessee,[68685],3310,95750091.9,13784.0,1
Oostburg State Bank,[76638],326,24867599.61,2932.0,1
Opportunities CU,[116727],149,5371135.13,815.0,0
Oregon Pacific Banking Company dba Oregon Pacific Bank,[59582],1134,177651630.49,17934.0,0
Oregon State CU,[103748],574,29506317.07,3477.0,0
Oregonians CU,[103741],158,5673886.699999999,672.0,0
Oswego County FCU,[111058],120,1996409.4500000002,315.0,0
Ozona Bank,[71558],358,26487011.04,4116.0,1
POINTWEST BANK,[72143],171,4680571.34,623.0,1
PS Bank,[65437],785,38134633.739999995,4582.0,1
Pacific NW FCU,[103832],103,5229388.0,928.0,0
Palmetto Citizens FCU,[104889],834,13066178.64,2073.0,0
Park Bank,[75991],155,5295032.52,990.0,0
Park City CU,[108066],169,3271899.97,600.0,0
Partner Community Capital,[507247],109,3677805.01,497.0,0
Partners Bank of Wisconsin,[76785],277,14032947.42,1774.0,0
Pathfinder FCU,[108529],25,640253.0,109.0,0
Pathways Financial CU,[108981],784,57876524.839999996,6635.0,0
Pavillion Bank,[69655],57,4831745.2,426.0,1
Peninsula Community FCU,[107591],134,5871808.37,823.0,0
Penn State FCU,[104651],39,1215044.27,169.0,0
Peoples Bank & Trust Company,[67200],610,11425569.45,1144.0,1
Peoples State Bank of Hallettsville,[70085],599,19285798.09,2127.0,1
Peoples Trust Company of St. Albans,[73031],449,27137941.880000003,3310.0,1
Phoenixville Federal Bank and Trust,[85478],260,17875657.89,2253.0,1
"Pickens Savings & Loan Association, F.A.",[88627],81,2585587.17,487.0,0
Pilgrim Bank,[71606],565,26650185.0,3175.0,1
"Pioneer Community Bank, Inc.",[75177],370,16460102.799999999,1908.0,1
Pioneer Mutual FCU,[109744],388,8382698.75,2015.0,0
Portage Community Bank,[122764],499,40588485.989999995,4957.0,1
Powell Valley National Bank,[73477],703,38865070.0,6007.0,1
Prairie Sun Bank,[38389],393,6514329.0,615.0,1
Premier Community Bank,[76263],407,15972755.85,2095.0,1
Premier Financial CU,[108201],24,1339592.0,226.0,0
PrimeBank of Texas,[323668],17,1097006.0,166.0,1
Progressions CU,[107698],16,414714.36,52.0,0
Puerto Rico Farm Credit,[528994],31,2280540.4699999997,498.0,0
Putnam 1st Mercantile Bank,[437146],207,12741734.28,1690.0,1
Quail Creek Bank,[59186],11,1391522.8,135.0,1
Quest FCU,[103010],130,2701545.0,462.0,0
Rally Credit Union,[106268],695,20470846.13,3304.0,1
Randolph-Brooks FCU,[106366],66,3763028.1100000003,588.0,0
Red Canoe CU,[107807],284,11741572.0,1553.0,0
Red Crown FCU,[103560],175,4238836.6,624.0,0
Red River FCU,[103561],188,3473583.71,478.0,0
Resource One CU,[106451],471,12096711.0,2020.0,0
Richland County Bank,[76728],304,5075710.09,831.0,1
Ridgeline FCU,[106968],74,1614118.27,206.0,0
Rio Bank,[71382],947,54908949.93000001,9633.0,1
Ripco CU,[108361],68,1941591.71,340.0,0
River City FCU,[106439],1517,32656147.069999997,4225.0,0
River Falls State Bank,[76750],109,3604183.25,539.0,1
Riverfront FCU,[104522],99,3866018.97,589.0,0
Rivermark Community CU,[103791],650,14914661.46,2045.0,0
Riverview Bank,[84480],1187,167239246.04000002,18501.0,1
Rockhold Bank,[53279],332,11191509.790000001,1800.0,0
Round Top State Bank,[71693],671,40013912.76,4119.0,1
Royal Bank,[75799],1338,41882914.870000005,5497.0,1
SELCO Community CU,[103797],19,1027185.5700000001,116.0,0
Sanger Bank,[111226],74,5288266.63,452.0,1
Sawyer Savings Bank,[50176],237,9346398.0,1334.0,1
Schertz Bank & Trust,[71866],301,31284120.0,4350.0,1
Seattle Economic Development Fund dba Community Ca,[222770],648,16697143.280000001,1870.0,0
Seattle Metropolitan Credit Union,[107469],278,13611936.0,1469.0,1
Security Bank Midwest,[66695],593,11958794.98,1256.0,1
Security Bank of Crawford,[72160],79,5505575.18,661.0,0
Security First National Bank of Hugo,[59006],265,6070749.5,831.0,1
Security National Bank of South Dakota,[121415],85,6838607.0,806.0,1
Sentinel FCU,[105046],272,4651631.970000001,586.0,0
Service 1st FCU,[109617],197,8712726.32,1408.0,0
Service First FCU,[105081],114,1559947.0,272.0,0
"Shamrock Bank, National Association",[58866],1010,16576579.79,2087.0,1
"Shelby Savings Bank, SSB",[90280],492,17814814.090000004,2012.0,1
Shell Lake State Bank,[76778],370,7198605.99,1155.0,1
Sidney FCU,[101863],210,4512588.59,807.0,0
Somerville Bank,[58336],441,12184558.17,1767.0,1
Sound CU,[107747],881,50078128.78,5119.0,0
South Carolina FCU,[104859],663,20564109.0,3085.0,0
"SouthStar Bank, S.S.B.",[71468],905,62790645.11,7606.0,1
Southeast Community Capital Corporation dba Pathway Lending,[529882],178,3853701.3200000003,406.0,0
Southern Bank of Tennessee,[123248],368,11479907.2,1627.0,1
Southern Hills Community Bank,[82970],161,3548991.29,542.0,1
Southwest Bank of Weatherford,[58876],234,3832403.8600000003,385.0,1
Southwest Heritage CU,[106304],184,11532872.379999999,1084.0,1
Spectra Bank,[110473],157,14529889.33,1612.0,1
Sperry Associates FCU,[101883],10,475478.56,52.0,0
SpiritBank,[58789],613,77222470.97,8631.0,1
Spratt Savings Bank,[88581],200,6118149.8,991.0,1
Spring Hill State Bank,[71919],155,9048024.76,1176.0,1
Spring Valley Bank,[122062],14,907810.65,67.0,1
St. Joseph's Parish Buffalo FCU,[101820],80,2244350.65,403.0,0
St. Lawrence FCU,[101821],175,3234361.54,478.0,0
Star USA FCU,[104049],180,8715324.48,978.0,0
State Bank of Chilton,[75717],498,25222521.67,3694.0,1
State Bank of Eagle Butte,[66499],137,2324276.31,232.0,1
State Bank of Newburg,[76575],102,6606707.0,1124.0,1
State Bank of Reeseville,[76716],201,3940979.93,407.0,1
Studio Bank,[520930],426,24960599.07,2783.0,1
Sumner Bank & Trust,[434020],164,11428658.600000001,1332.0,0
Sun East FCU,[104601],166,8627210.21,1131.0,0
Sun FCU,[103335],206,8584861.129999999,1198.0,0
Sundance State Bank,[77246],447,12236821.25,1490.0,1
Sundown State Bank,[71947],339,32051028.849999994,2806.0,1
Sunset Science Park FCU,[103679],158,4278639.0,497.0,0
"Superior CU, Inc.",[103319],704,26617767.080000002,4074.0,0
Superior Choice CU,[108425],266,6054030.03,1067.0,0
Susquehanna Community Bank,[65423],438,34507596.519999996,4156.0,1
TNBANK,[119482],264,25702501.47,3223.0,1
TPF Loan Corporation,[438048],2,677022.0,83.0,0
TSB Bank,[76838],188,11874390.129999999,1571.0,1
"TXN Bank, National Association",[70137],594,24937795.71,3242.0,0
Tejas Bank,[70455],49,8663668.860000001,604.0,1
Tennessee Valley FCU,[105165],418,10530743.15,1897.0,0
"Texas Advantage Community Bank, National Association",[444964],476,41303000.0,4770.0,1
Texas Bank,"[69112, 71957]",2055,115745794.83999999,15274.0,1
Texas Champion Bank,[71853],865,115581255.77,15532.0,1
Texas Dow Empl CU,[106569],1047,44318032.74,6332.0,0
Texas Financial Bank,[69802],98,4231815.71,431.0,0
Texas National Bank of Jacksonville,[70488],651,37881865.82,5758.0,1
"Texas Republic Bank, National Association",[71638],325,41811776.25,4362.0,1
Texas State Bank,[71712],468,29214896.05,3944.0,1
Texas Trust CU,[106203],312,11361655.76,1375.0,0
Texell CU,[106550],108,1542466.0,228.0,0
Texoma Community CU,[106496],93,2609803.57,339.0,0
"American National Bank of Mount Pleasant, THE",[71475],187,9548875.83,1185.0,1
"Andover Bank, THE",[53238],502,23783939.99,4019.0,1
"Apple Creek Banking Company, THE",[53245],312,13305591.48,1931.0,1
"Bank & Trust, SSB, THE",[69705],481,26379497.119999997,4000.0,0
"Bank National Association, THE",[59056],462,16792077.72,2589.0,0
"Bank of Brodhead, THE",[75670],269,6832643.039999999,1008.0,1
"Bank of Fayette County, THE",[68708],187,6912467.5600000005,1028.0,1
"Bank of Jackson, THE",[121542],191,18849231.07,2297.0,1
"Bank of Kremlin, THE",[59026],822,36528642.8,4336.0,1
"Bank of Marion, THE",[73524],814,32633024.119999997,4562.0,1
"Bank of Milan, THE",[118852],177,4421388.82,664.0,1
"Bank of Monroe, THE",[75423],312,7923058.29,1210.0,1
"Bank of New Glarus, THE",[76576],378,20993093.82,2548.0,1
"Bank of Southside Virginia, THE",[73141],329,20443795.0,3156.0,1
"Bank of the West, THE",[59328],299,4761515.65,597.0,1
"Benton State Bank, THE",[75637],214,5120394.96,769.0,1
"Brady National Bank, THE",[69079],150,5333461.65,626.0,1
"Buckholts State Bank, THE",[69123],75,2504465.58,345.0,1
"Capon Valley Bank, THE",[75428],225,9502742.129999999,1064.0,1
"Citizens Bank Company, THE",[53292],298,26256813.92,2464.0,1
"Citizens Bank of Weston, THE",[75433],262,15561774.25,1853.0,0
"Citizens National Bank of Hillsboro, THE",[70130],241,15080702.469999999,1450.0,1
"Citizens National Bank of Woodsfield, THE",[58649],19,2625356.65,381.0,1
"City National Bank and Trust Company of Lawton, Oklahoma, THE",[59035],459,19186546.47,3017.0,1
"City National Bank of Sulphur Springs, THE",[71935],1089,48183428.17,6046.0,1
"City National Bank of Taylor, THE",[71960],221,9842083.78,1316.0,1
"Commercial and Savings Bank of Millersburg, Ohio, THE",[57845],1245,128072550.0,16327.0,1
"Community State Bank, THE",[59243],546,12891719.0,1702.0,1
"Ephrata National Bank, THE",[60158],1402,112450441.49000001,13814.0,1
"Equitable Bank, S.S.B., THE",[79751],25,1817020.0,178.0,1
"Falls City National Bank, THE",[69882],397,16277923.0,2035.0,1
"Farmers Bank & Savings Company, THE",[58117],709,33874070.53,4645.0,0
"Farmers Bank of Appomattox, THE",[73072],381,16590470.18,2145.0,1
"Farmers State Bank of Waupaca, THE",[76884],196,8813422.33,1519.0,1
"Farmers and Merchants National Bank of Fairview, THE",[58945],287,6380163.4,752.0,1
"Farmers and Merchants State Bank, THE",[66590],142,2523086.09,241.0,1
"Fayette County National Bank of Fayetteville, THE",[75115],91,3886679.66,625.0,1
"First Bank of Okarche, THE",[59101],140,3154713.43,411.0,1
"First Central National Bank of St Paris, THE",[58174],191,4127728.0,437.0,0
